"plot_id","year","month","C_nwl_A","C_nwl_W","C_nwl_E","C_nwl_N","C_fwl_A","C_fwl_W","C_fwl_E","C_fwl_N","C_cwl_A","C_cwl_W","C_cwl_E","C_cwl_N","temp_air","precip","evap","soc_obs_tCha"
"PLOT_002",2005,9,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,7.6,55,35.8,NA
"PLOT_002",2005,10,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,0.8,40.7,20.5,NA
"PLOT_002",2005,11,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-4,42.1,5,NA
"PLOT_002",2005,12,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-8.2,62.5,5,NA
"PLOT_002",2006,1,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,-10.6,36.4,5,NA
"PLOT_002",2006,2,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,-10.5,44.9,5,NA
"PLOT_002",2006,3,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,-3,32.9,5,NA
"PLOT_002",2006,4,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,1.6,43,17.9,NA
"PLOT_002",2006,5,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,8.2,61.3,36.3,NA
"PLOT_002",2006,6,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,12.5,71.8,66.9,NA
"PLOT_002",2006,7,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,13.8,64.5,61.6,NA
"PLOT_002",2006,8,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,11.8,96.3,58.6,NA
"PLOT_002",2006,9,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,6.3,71.2,44.2,NA
"PLOT_002",2006,10,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,3.1,39.8,12.1,NA
"PLOT_002",2006,11,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,-5,47.7,5,NA
"PLOT_002",2006,12,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,-9.3,41,5,NA
"PLOT_002",2007,1,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-10.8,27.4,5,NA
"PLOT_002",2007,2,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-8.8,45.2,5,NA
"PLOT_002",2007,3,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-5.2,39.3,5,NA
"PLOT_002",2007,4,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,2.3,39.9,18.2,NA
"PLOT_002",2007,5,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,7.8,36.8,36,NA
"PLOT_002",2007,6,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,12.5,54.2,53.9,NA
"PLOT_002",2007,7,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,14,65.4,64.5,NA
"PLOT_002",2007,8,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,14.2,74.1,54.8,NA
"PLOT_002",2007,9,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,7.4,68.2,41,NA
"PLOT_002",2007,10,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,2.8,76.6,11.2,NA
"PLOT_002",2007,11,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-3.9,42.3,5,NA
"PLOT_002",2007,12,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-7.4,45.3,5,NA
"PLOT_002",2008,1,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-10,54.8,5,NA
"PLOT_002",2008,2,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-9.5,41.6,5,NA
"PLOT_002",2008,3,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-2.4,33.4,5,NA
"PLOT_002",2008,4,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,4,32,14.6,NA
"PLOT_002",2008,5,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,7.6,42.4,41.7,NA
"PLOT_002",2008,6,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,13,60.2,59.4,NA
"PLOT_002",2008,7,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,14.3,55,63.9,NA
"PLOT_002",2008,8,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,12.7,63.8,53,NA
"PLOT_002",2008,9,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,8.4,68.7,40.6,NA
"PLOT_002",2008,10,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,2.8,77,20.7,NA
"PLOT_002",2008,11,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-5.3,61.4,5,NA
"PLOT_002",2008,12,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-8.6,40.5,5,NA
"PLOT_002",2009,1,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,-11.1,41,5,NA
"PLOT_002",2009,2,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,-9.2,30.5,5,NA
"PLOT_002",2009,3,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,-4.7,44.9,5,NA
"PLOT_002",2009,4,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,0.8,43.3,20,NA
"PLOT_002",2009,5,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,7.8,57.9,44.5,NA
"PLOT_002",2009,6,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,13.2,32.3,56.8,NA
"PLOT_002",2009,7,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,13.9,96.9,67.3,NA
"PLOT_002",2009,8,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,11.7,84,52.1,NA
"PLOT_002",2009,9,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,9.1,61.8,38.4,NA
"PLOT_002",2009,10,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,1.6,64.4,24.8,NA
"PLOT_002",2009,11,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,-4.7,71.4,5,NA
"PLOT_002",2009,12,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,-8.7,42,5,NA
"PLOT_002",2010,1,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-10.9,46.4,5,NA
"PLOT_002",2010,2,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-7.8,34,5,NA
"PLOT_002",2010,3,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-5,43.9,5,NA
"PLOT_002",2010,4,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,1.4,54.6,17.7,NA
"PLOT_002",2010,5,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,7.8,49,33.7,NA
"PLOT_002",2010,6,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,12.8,52,52,NA
"PLOT_002",2010,7,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,13.1,60.6,60.7,NA
"PLOT_002",2010,8,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,12,68.2,54.1,NA
"PLOT_002",2010,9,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,7.9,39.6,38,NA
"PLOT_002",2010,10,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,0.9,67.5,29.1,NA
"PLOT_002",2010,11,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-4.1,37.8,5,NA
"PLOT_002",2010,12,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-9.1,55.9,5,NA
"PLOT_002",2011,1,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-11.7,39,5,NA
"PLOT_002",2011,2,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-8.8,45.2,5,NA
"PLOT_002",2011,3,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-5,53.4,5,NA
"PLOT_002",2011,4,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,0.1,47,21.5,NA
"PLOT_002",2011,5,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,7.7,56.7,37.3,NA
"PLOT_002",2011,6,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,12.5,83.6,47.2,NA
"PLOT_002",2011,7,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,16.4,81.3,61,NA
"PLOT_002",2011,8,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,12.7,98.1,59.5,NA
"PLOT_002",2011,9,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,9.2,95.5,44.9,NA
"PLOT_002",2011,10,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,2.5,65,14.1,NA
"PLOT_002",2011,11,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-4.3,52.8,5,NA
"PLOT_002",2011,12,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-8.2,50.2,5,NA
"PLOT_002",2012,1,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-11.2,37.5,5,NA
"PLOT_002",2012,2,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-7.8,46.1,5,NA
"PLOT_002",2012,3,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-3.9,32,5,NA
"PLOT_002",2012,4,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,1.9,48.9,26.7,NA
"PLOT_002",2012,5,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,7.3,32.5,31.4,NA
"PLOT_002",2012,6,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,12.4,72.1,49.4,NA
"PLOT_002",2012,7,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,14.1,68.7,61.7,NA
"PLOT_002",2012,8,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,12.2,71.3,53.3,NA
"PLOT_002",2012,9,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,6.8,60.9,45,NA
"PLOT_002",2012,10,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,1.6,57.6,19.7,NA
"PLOT_002",2012,11,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-4.3,44.2,5,NA
"PLOT_002",2012,12,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-8.1,45.7,5,NA
"PLOT_002",2013,1,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-10.8,37.7,5,NA
"PLOT_002",2013,2,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-7.2,33,5,NA
"PLOT_002",2013,3,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-4.2,32.8,7.5,NA
"PLOT_002",2013,4,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,0.5,39.3,17.5,NA
"PLOT_002",2013,5,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,7.9,51.1,33.8,NA
"PLOT_002",2013,6,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,12.4,38.4,63.7,NA
"PLOT_002",2013,7,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,13.9,71.5,63.2,NA
"PLOT_002",2013,8,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,13.2,87.9,60.2,NA
"PLOT_002",2013,9,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,8.5,48.2,43.1,NA
"PLOT_002",2013,10,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,3.7,49.8,24.2,NA
"PLOT_002",2013,11,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-3.3,63.7,5,NA
"PLOT_002",2013,12,0.113134,0.02078,0.004618,0.092354,0.020077,0.002008,0.001205,0.016865,0.018069,0.001205,0.000402,0.020478,-10,26.5,5,NA
"PLOT_002",2014,1,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-9.1,23.5,5,NA
"PLOT_002",2014,2,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-8.5,37,5,NA
"PLOT_002",2014,3,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-7.1,38.3,6.8,NA
"PLOT_002",2014,4,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,2,43.3,20.6,NA
"PLOT_002",2014,5,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,5.8,68.2,43.5,NA
"PLOT_002",2014,6,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,11.6,64.2,62.8,NA
"PLOT_002",2014,7,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,12.9,81.8,61.1,NA
"PLOT_002",2014,8,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,12,87.1,57.4,NA
"PLOT_002",2014,9,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,7.9,76.7,45.4,NA
"PLOT_002",2014,10,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,0.8,65.8,12.1,NA
"PLOT_002",2014,11,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-4.6,63.8,5.3,NA
"PLOT_002",2014,12,0.109381,0.02009,0.004465,0.08929,0.019411,0.001941,0.001165,0.016305,0.01747,0.001165,0.000388,0.019799,-8.5,56.6,5,NA
"PLOT_002",2015,1,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-8.1,48.9,5,NA
"PLOT_002",2015,2,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-9.4,48.8,5,NA
"PLOT_002",2015,3,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-2.8,49.8,5,NA
"PLOT_002",2015,4,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,2.9,49.6,23.2,NA
"PLOT_002",2015,5,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,8.2,63.4,45.7,NA
"PLOT_002",2015,6,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,12.9,94.6,49.1,NA
"PLOT_002",2015,7,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,14.3,88.9,65.5,NA
"PLOT_002",2015,8,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,10.5,65.2,54.3,NA
"PLOT_002",2015,9,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,9.4,82.4,44.3,NA
"PLOT_002",2015,10,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,1,77,29.8,NA
"PLOT_002",2015,11,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-4.5,51,5,NA
"PLOT_002",2015,12,0.103308,0.018975,0.004217,0.084333,0.018333,0.001833,0.0011,0.0154,0.0165,0.0011,0.000367,0.0187,-8.6,49.8,5,NA
"PLOT_002",2016,1,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,-10.2,27,5,NA
"PLOT_002",2016,2,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,-9.5,61.4,5,NA
"PLOT_002",2016,3,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,-5.3,40.5,5,NA
"PLOT_002",2016,4,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,3.2,30.9,12.7,NA
"PLOT_002",2016,5,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,9,54.4,45.6,NA
"PLOT_002",2016,6,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,12,65.1,59.5,NA
"PLOT_002",2016,7,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,12.6,69.1,69,NA
"PLOT_002",2016,8,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,13.3,77.1,47.3,NA
"PLOT_002",2016,9,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,7.8,66.2,37.9,NA
"PLOT_002",2016,10,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,2,42.4,18.2,NA
"PLOT_002",2016,11,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,-3.1,52.8,5,NA
"PLOT_002",2016,12,0.097236,0.01786,0.003969,0.079376,0.017256,0.001726,0.001035,0.014495,0.01553,0.001035,0.000345,0.017601,-9.1,43,5,NA
"PLOT_002",2017,1,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-10.4,38.8,5,NA
"PLOT_002",2017,2,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-11.4,56.8,5,NA
"PLOT_002",2017,3,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-3.2,42.5,5,NA
"PLOT_002",2017,4,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,2.7,39.9,25,NA
"PLOT_002",2017,5,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,8,69.8,38.9,NA
"PLOT_002",2017,6,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,12,79.3,59.9,NA
"PLOT_002",2017,7,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,12.7,68.2,67.1,NA
"PLOT_002",2017,8,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,12.6,102.9,53.7,NA
"PLOT_002",2017,9,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,9.2,65.6,43.6,NA
"PLOT_002",2017,10,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-1.9,82.3,24.2,NA
"PLOT_002",2017,11,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-4.8,55.9,5,NA
"PLOT_002",2017,12,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-10,53,5,NA
"PLOT_002",2018,1,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-9.9,65.2,5,NA
"PLOT_002",2018,2,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-7.4,47.6,5,NA
"PLOT_002",2018,3,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-3.2,47.1,5,NA
"PLOT_002",2018,4,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,0.1,32.5,24.6,NA
"PLOT_002",2018,5,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,8,55.6,40.3,NA
"PLOT_002",2018,6,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,14.6,46.7,58.7,NA
"PLOT_002",2018,7,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,12.8,102,63.6,NA
"PLOT_002",2018,8,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,12.6,105.3,51.2,NA
"PLOT_002",2018,9,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,7.6,73.1,49.6,NA
"PLOT_002",2018,10,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,2.8,49.5,17.2,NA
"PLOT_002",2018,11,0.093483,0.01717,0.003816,0.076313,0.01659,0.001659,0.000995,0.013935,0.014931,0.000995,0.000332,0.016922,-2.4,43.8,5,NA
